Datetime,USGS_flow
2018-03-26,1789.0938
2018-03-27,1807.0416
2018-03-28,1812.4166
2018-03-29,1793.375
2018-03-30,1790.0521
2018-03-31,1789.4791
2018-04-01,1787.7812
2018-04-02,1792.8646
2018-04-03,1790.2188
2018-04-04,1785.4062
2018-04-05,1790.4062
2018-04-06,1789.4062
2018-04-07,1791.3334
2018-04-08,1790.3229
2018-04-09,1787.8541
2018-04-10,1790.1146
2018-04-11,1788.2291
2018-04-12,1791.0625
2018-04-13,1797.125
2018-04-14,1798.6562
2018-04-15,1791.3229
2018-04-16,1799.375
2018-04-17,1797.8021
2018-04-18,1796.8854
2018-04-19,1797.8021
2018-04-20,1793.3125
2018-04-21,1804.0104
2018-04-22,1775.4166
2018-04-23,1945.5209
2018-04-24,1832.5
2018-04-25,1640.5209
2018-04-26,1754.6875
2018-04-27,1783.0209
2018-04-28,1758.9584
2018-04-29,1759.5834
2018-04-30,1761.4584
2018-05-01,1770.8334
2018-05-02,1796.0416
2018-05-03,1751.0416
2018-05-04,1751.3541
2018-05-05,1744.375
2018-05-06,1757.3959
2018-05-07,1764.8959
2018-05-08,1772.1875
2018-05-09,1861.6666
2018-05-10,1742.7084
2018-05-11,1749.375
2018-05-12,1794.2709
2018-05-13,1918.9584
2018-05-14,1850.7291
2018-05-15,1781.9791
2018-05-16,1785.2084
2018-05-17,1779.4791
2018-05-18,1783.125
2018-05-19,1818.2291
2018-05-20,1882.3959
2018-05-21,2487.2917
2018-05-22,4335.104
2018-05-23,4831.354
2018-05-24,4820.729
2018-05-25,4811.5625
2018-05-26,4802.604
2018-05-27,4801.979
2018-05-28,4801.146
2018-05-29,5815.4165
2018-05-30,6423.75
2018-05-31,5360.521
2018-06-01,4364.1665
2018-06-02,4059.5833
2018-06-03,3653.125
2018-06-04,3288.75
2018-06-05,3046.4583
2018-06-06,2699.1667
2018-06-07,2362.8125
2018-06-08,1988.4375
2018-06-09,1907.7084
2018-06-10,1908.3334
2018-06-11,1911.1459
2018-06-12,1910.2084
2018-06-13,1907.7084
2018-06-14,1910.4166
2018-06-15,1878.4375
2018-06-16,1877.5
2018-06-17,1887.7084
2018-06-18,1885.8334
2018-06-19,1876.7391
2018-06-20,1892.5
2018-06-21,1873.6459
2018-06-22,1890.1041
2018-06-23,1882.2916
2018-06-24,1899.6875
2018-06-25,1927.0834
2018-06-26,1908.3334
2018-06-27,1917.1875
2018-06-28,1916.6666
2018-06-29,1921.3541
2018-06-30,1928.0209
2018-07-01,1930.3125
2018-07-02,1927.9166
2018-07-03,1933.0209
2018-07-04,1928.0209
2018-07-05,1929.8959
2018-07-06,1975.9375
2018-07-07,2061.7708
2018-07-08,2121.4583
2018-07-09,2149.5833
2018-07-10,2111.25
2018-07-11,2093.5417
2018-07-12,2092.3958
2018-07-13,2086.9792
2018-07-14,2084.6875
2018-07-15,2083.9583
2018-07-16,2085.1042
2018-07-17,2083.75
2018-07-18,2082.7083
2018-07-19,2078.3333
2018-07-20,2075.9375
2018-07-21,2077.7083
2018-07-22,2083.3333
2018-07-23,2082.1875
2018-07-24,2118.125
2018-07-25,2141.25
2018-07-26,2139.2708
2018-07-27,2140.0
2018-07-28,2140.9375
2018-07-29,2141.3542
2018-07-30,2139.6875
2018-07-31,2140.625
2018-08-01,2141.25
2018-08-02,2147.2917
2018-08-03,2142.2917
2018-08-04,2140.5208
2018-08-05,2137.8125
2018-08-06,2143.0208
2018-08-07,2141.4583
2018-08-08,2145.8333
2018-08-09,2122.2917
2018-08-10,1705.5209
2018-08-11,2137.5
2018-08-12,2146.0417
2018-08-13,2142.5
2018-08-14,2148.5417
2018-08-15,2148.125
2018-08-16,2147.6042
2018-08-17,2154.2708
2018-08-18,2158.125
2018-08-19,2159.4792
2018-08-20,2160.7292
2018-08-21,2161.9792
2018-08-22,2163.0208
2018-08-23,2163.75
2018-08-24,2163.125
2018-08-25,2168.3333
2018-08-26,2166.4583
2018-08-27,2164.4792
2018-08-28,2165.625
2018-08-29,2166.1458
2018-08-30,2167.7083
2018-08-31,2171.5625
2018-09-01,2055.9375
2018-09-02,2146.6667
2018-09-03,2150.9375
2018-09-04,2142.8125
2018-09-05,1982.0834
2018-09-06,1951.1459
2018-09-07,2138.2292
2018-09-08,2134.6875
2018-09-09,2136.25
2018-09-10,2144.7917
2018-09-11,2143.8542
2018-09-12,2132.2917
2018-09-13,2135.7292
2018-09-14,2136.4583
2018-09-15,2158.0208
2018-09-16,2137.7083
2018-09-17,2140.4167
2018-09-18,2134.2708
2018-09-19,2137.2917
2018-09-20,2143.2292
2018-09-21,2134.6875
2018-09-22,2154.6875
2018-09-23,2141.6667
2018-09-24,2136.875
2018-09-25,2089.6875
2018-09-26,2139.375
2018-09-27,2139.7917
2018-09-28,2138.125
2018-09-29,2136.875
2018-09-30,2142.2917
2018-10-01,2078.75
2018-10-02,2031.4584
2018-10-03,1984.5834
2018-10-04,1936.9791
2018-10-05,1886.25
2018-10-06,1850.0
2018-10-07,1800.625
2018-10-08,1765.0
2018-10-09,1717.8125
2018-10-10,1708.0209
2018-10-11,1652.8125
2018-10-12,1650.4166
2018-10-13,1642.7084
2018-10-14,1647.6041
2018-10-15,1644.1666
2018-10-16,1639.375
2018-10-17,1640.9375
2018-10-18,1641.875
2018-10-19,1642.8125
2018-10-20,1641.5625
2018-10-21,1638.0209
2018-10-22,1636.875
2018-10-23,1641.5625
2018-10-24,1644.8959
2018-10-25,1642.3959
2018-10-26,1649.8959
2018-10-27,1641.875
2018-10-28,1644.1666
2018-10-29,1645.4166
2018-10-30,1646.3541
2018-10-31,1642.1875
2018-11-01,1642.5
2018-11-02,1643.4375
2018-11-03,1566.1459
2018-11-04,1588.4375
2018-11-05,1611.1459
2018-11-06,1488.625
2018-11-07,1691.4584
2018-11-08,1626.25
2018-11-09,1615.4166
