Datetime,USGS_flow
2019-06-07,2173.5227
2019-06-08,2583.4443
2019-06-09,1459.1305
2019-06-10,1154.8438
2019-06-11,1345.2084
2019-06-12,1586.0416
2019-06-13,1804.0625
2019-06-14,2116.0417
2019-06-15,1978.3334
2019-06-16,2201.7708
2019-06-17,1798.3334
2019-06-18,1318.2291
2019-06-19,1527.1875
2019-06-20,1757.3959
2019-06-21,1722.1875
2019-06-22,1115.9479
2019-06-23,773.1042
2019-06-24,644.3958
2019-06-25,738.15625
2019-06-26,842.15625
2019-06-27,980.2292
2019-06-28,1076.4062
2019-06-29,1069.1979
2019-06-30,1182.4479
2019-07-01,1455.7291
2019-07-02,1114.5209
2019-07-03,1061.0416
2019-07-04,900.5417
2019-07-05,725.2708
2019-07-06,697.15625
2019-07-07,606.36456
2019-07-08,592.11456
2019-07-09,534.28125
2019-07-10,510.28125
2019-07-11,508.53125
2019-07-12,474.4479
2019-07-13,469.125
2019-07-14,493.0
2019-07-15,455.5104
2019-07-16,421.6146
2019-07-17,390.95834
2019-07-18,357.6354
2019-07-19,336.625
2019-07-20,316.91666
2019-07-21,296.21875
2019-07-22,282.59375
2019-07-23,283.52084
2019-07-24,274.2396
2019-07-25,294.3854
2019-07-26,256.29166
2019-07-27,274.97916
2019-07-28,258.45834
2019-07-29,224.91667
2019-07-30,209.1875
2019-07-31,197.13542
2019-08-01,280.0521
2019-08-02,223.79167
2019-08-03,215.46875
2019-08-04,267.1875
2019-08-05,237.64583
2019-08-06,213.30208
2019-08-07,190.5
2019-08-08,215.5
2019-08-09,193.70833
2019-08-10,177.47917
2019-08-11,165.30208
2019-08-12,149.08333
2019-08-13,139.92708
2019-08-14,131.91667
2019-08-15,124.854164
2019-08-16,117.791664
2019-08-17,112.4375
2019-08-18,108.291664
2019-08-19,99.5
2019-08-20,95.3125
2019-08-21,91.751045
2019-08-22,89.66875
2019-08-23,85.82083
2019-08-24,82.80417
2019-08-25,78.88021
2019-08-26,74.8125
2019-08-27,73.04792
2019-08-28,71.52292
2019-08-29,69.40521
2019-08-30,84.844795
2019-08-31,77.722916
2019-09-01,68.782295
2019-09-02,63.959373
2019-09-03,61.297916
2019-09-04,62.044792
2019-09-05,64.6875
2019-09-06,92.39271
2019-09-07,77.81458
2019-09-08,78.6875
2019-09-09,121.78333
2019-09-10,78.75
2019-09-11,123.74062
2019-09-12,113.31563
2019-09-13,80.285416
2019-09-14,72.00938
2019-09-15,67.60521
2019-09-16,64.69896
2019-09-17,73.09271
2019-09-18,70.99687
2019-09-19,62.422916
2019-09-20,62.084373
2019-09-21,61.075
2019-09-22,60.36875
2019-09-23,58.752083
2019-09-24,56.052082
2019-09-25,54.934376
2019-09-26,53.354168
2019-09-27,51.725002
2019-09-28,61.575
2019-09-29,103.54583
2019-09-30,85.61979
2019-10-01,65.18854
2019-10-02,62.089584
2019-10-03,56.880207
2019-10-04,55.94896
2019-10-05,46.383335
2019-10-06,53.60208
2019-10-07,49.317707
2019-10-08,53.08646
2019-10-09,51.173958
2019-10-10,40.39375
2019-10-11,40.822395
2019-10-12,55.915627
2019-10-13,48.291874
2019-10-14,48.348957
2019-10-15,42.00625
2019-10-16,47.278126
2019-10-17,46.302082
2019-10-18,44.132294
2019-10-19,35.41354
2019-10-20,37.934376
2019-10-21,40.466667
2019-10-22,53.286457
2019-10-23,49.583332
2019-10-24,53.468918
2019-10-25,60.008064
2019-10-26,47.015957
2019-10-27,48.972916
2019-10-28,39.60625
2019-10-29,43.571877
2019-10-30,41.816666
2019-10-31,46.091667
2019-11-01,49.25294
2019-11-02,42.963043
2019-11-03,40.333332
2019-11-04,36.419792
2019-11-05,39.466232
2019-11-06,43.913334
2019-11-07,44.47213
2019-11-08,58.69479
2019-11-09,42.380703
2019-11-10,40.277966
2019-11-11,33.033333
2019-11-12,51.091667
2019-11-13,30.469791
2019-11-14,41.6875
2019-11-15,40.79762
2019-11-16,30.748936
2019-11-17,47.47059
2019-11-18,31.95814
2019-11-19,43.55467
2019-11-20,30.409575
2019-11-21,32.746876
2019-11-22,35.098957
2019-11-23,39.57324
2019-11-24,43.738182
2019-11-25,40.386208
2019-11-26,27.530209
2019-11-27,40.2375
2019-11-28,43.333332
2019-11-29,43.25
